chr1	21681143	21681258	HAL1	1108	-	chr1	21681252	21681253	USP48	0.732186	-
chr1	21725470	21725765	AluSp	2284	+	chr1	21725761	21725762		2.762791	-
chr1	21830405	21830714	AluSq	2472	+	chr1	21830713	21830714	HSPG2	0.759297	-
chr1	21859350	21859502	L2b	281	+	chr1	21859419	21859420		1.073518	-
chr1	21875201	21875467	LTR16A1	462	+	chr1	21875208	21875209	HSPG2	0.088458	-
chr1	23070190	23070488	AluSz	2072	+	chr1	23070407	23070408		1.064066	+
chr1	23285682	23285778	Tigger19b	231	+	chr1	23285743	23285744	LINC01355	0.187476	-
chr1	23287159	23287469	AluSx1	2341	+	chr1	23287439	23287440	LINC01355	0.038318	-
chr1	23519373	23519471	L2d2	330	+	chr1	23519396	23519397	E2F2	0.426062	-
chr1	23799109	23799295	MIR	423	+	chr1	23799173	23799174		3.829144	-
chr1	24666480	24666789	AluSx1	2186	+	chr1	24666555	24666556	SRRM1	0.145692	+
chr1	25553311	25553524	MIRb	476	+	chr1	25553364	25553365	LDLRAP1	0.208580	+
chr1	25562742	25562929	MIRb	525	+	chr1	25562816	25562817	LDLRAP1	0.184346	+
chr1	25821386	25821535	MIR1_Amn	280	+	chr1	25821523	25821524	MTFR1L	0.000637	+
chr1	26068434	26068548	MIR3	255	-	chr1	26068436	26068437	TRIM63	0.066844	-
chr1	26181411	26181688	L2b	266	+	chr1	26181587	26181588	CNKSR1	0.168120	+
chr1	26186469	26186773	AluSx3	2347	-	chr1	26186656	26186657		2.552227	+
chr1	26268832	26269405	LTR10A	2888	+	chr1	26269290	26269291	CEP85	0.230309	+
chr1	26271267	26271480	Tigger15a	317	+	chr1	26271465	26271466	CEP85	0.242859	+
chr1	26324906	26325088	MIRb	556	-	chr1	26324981	26324982	CRYBG2	0.443670	-
chr1	26571132	26571286	L2a	533	-	chr1	26571229	26571230	RPS6KA1	0.141222	+
chr1	26886325	26886402	MIR	265	+	chr1	26886341	26886342	GPN2	0.208112	-
chr1	27332252	27332461	MIRb	459	-	chr1	27332346	27332347	TMEM222	0.427449	+
chr1	27333393	27333737	MLT1A0	1964	-	chr1	27333463	27333464	TMEM222	0.834905	+
chr1	27553527	27553655	MIR	352	-	chr1	27553545	27553546	AHDC1	0.092167	-
chr1	27883367	27883713	L2c	278	+	chr1	27883398	27883399	THEMIS2	0.023754	+
chr1	28329988	28330296	AluSq2	2346	+	chr1	28330283	28330284	MED18	0.111975	+
chr1	28506188	28506484	AluSx	2094	-	chr1	28506351	28506352	SNHG3	2.913268	+
chr1	28536062	28536162	MIRc	398	+	chr1	28536093	28536094	RCC1	0.039454	+
chr1	28580017	28580328	AluSx1	2267	+	chr1	28580185	28580186	SNHG12	0.188637	-
chr1	28582789	28583098	AluY	2472	+	chr1	28582986	28582987	SNHG12	4.081879	-
chr1	29173454	29173749	AluSz	1958	-	chr1	29173494	29173495	SRSF4	2.327154	-
chr1	29320034	29320386	L2a	674	-	chr1	29320210	29320211	PTPRU	0.059930	+
chr1	31666239	31666608	L2a	405	+	chr1	31666385	31666386	COL16A1	0.014169	-
chr1	32076086	32076410	AluSp	2332	-	chr1	32076131	32076132	TMEM39B	0.527955	+
chr1	32203175	32203477	AluSx1	2158	+	chr1	32203230	32203231	CCDC28B	0.120928	+
chr1	32227323	32227484	MIRb	386	+	chr1	32227338	32227339	EIF3I	0.062319	+
chr1	32227323	32227484	MIRb	386	+	chr1	32227446	32227447	EIF3I	1.342251	+
chr1	32227494	32227784	AluJr	1866	+	chr1	32227614	32227615	EIF3I	1.702776	+
chr1	32329466	32329692	L1M3e	1139	-	chr1	32329480	32329481	HDAC1	7.259003	+
chr1	32631993	32632308	AluSx1	2171	-	chr1	32632058	32632059	ZBTB8OS	0.004689	-
chr1	32634215	32634525	AluSg	2320	-	chr1	32634522	32634523	ZBTB8OS	0.077713	-
chr1	32781816	32782104	AluJb	1756	-	chr1	32782103	32782104	YARS1	0.000468	-
chr1	32811203	32811765	LTR6A	4114	+	chr1	32811647	32811648	YARS1	0.123748	-
chr1	32824892	32825060	MIR3	476	-	chr1	32824897	32824898	S100PBP	0.001760	+
chr1	32852513	32852870	L2b	431	+	chr1	32852764	32852765	S100PBP	0.313619	+
chr1	35354230	35354443	L1ME4b	777	-	chr1	35354267	35354268		4.215040	+
chr1	35404834	35404896	L3	211	+	chr1	35404844	35404845	ZMYM4	0.196597	+
chr1	36140875	36141171	AluY	2260	+	chr1	36140998	36140999	TRAPPC3	2.315938	-
chr1	36171963	36172150	MIRb	477	-	chr1	36171968	36171969	MAP7D1	0.110333	+
chr1	36294942	36295251	AluSp	2400	+	chr1	36295139	36295140		1.641207	+
chr1	36308263	36308305	L1PA16	346	+	chr1	36308264	36308265		1.103833	+
chr1	36419142	36419506	L2c	561	+	chr1	36419293	36419294	OSCP1	0.210553	-
chr1	36456479	36456672	MIRb	523	-	chr1	36456566	36456567	MRPS15	0.227809	-
chr1	36476213	36476442	MIR	973	+	chr1	36476327	36476328	CSF3R	0.019469	-
chr1	37541381	37541682	AluSp	2429	+	chr1	37541594	37541595	SNIP1	0.935298	-
chr1	37559675	37560664	LTR5B	8190	-	chr1	37560538	37560539	DNALI1	0.075257	+
chr1	37570879	37570938	MIRb	240	-	chr1	37570893	37570894	GNL2	0.011598	-
chr1	37594070	37594297	MIR	785	-	chr1	37594092	37594093	GNL2	0.087249	-
chr1	37960660	37960952	AluY	2494	-	chr1	37960693	37960694	SF3A3	0.207591	-
chr1	38982864	38983188	AluSx	2256	+	chr1	38983069	38983070		3.971457	+
chr1	39000649	39000946	AluSp	2115	-	chr1	39000852	39000853		2.381302	+
chr1	39567976	39568281	AluY	2631	+	chr1	39568258	39568259	PABPC4	2.635630	-
chr1	39847702	39847780	MIR3	260	-	chr1	39847757	39847758	TRIT1	0.075115	-
chr1	40290451	40290761	AluY	2448	-	chr1	40290645	40290646	ZMPSTE24	0.099828	+
chr1	40659822	40660353	L2b	941	-	chr1	40659848	40659849	RP4-739H11.5	0.403662	+
chr1	40983109	40983233	MIRb	306	-	chr1	40983161	40983162	CTPS1	0.008353	+
chr1	40993768	40994078	AluSx	2362	-	chr1	40993853	40993854	CTPS1	0.030658	+
chr1	42824364	42824523	L1ME3D	624	+	chr1	42824436	42824437	ERMAP	0.211041	+
chr1	42931544	42931852	AluSz	2113	+	chr1	42931769	42931770	SLC2A1	1.920903	-
chr1	42959104	42959181	MIR3	249	+	chr1	42959104	42959105	SLC2A1-AS1	0.160397	+
chr1	43919066	43919377	AluSx1	2511	-	chr1	43919113	43919114	ST3GAL3	0.001764	+
chr1	44648180	44648389	MIR	749	+	chr1	44648308	44648309	RNF220	0.057961	+
chr1	44777082	44777370	AluSz	2046	-	chr1	44777226	44777227	RPS8	0.005296	+
chr1	45004849	45005768	L2c	431	-	chr1	45005588	45005589	HECTD3	0.173121	-
chr1	45523045	45523227	LTR34	1193	+	chr1	45523047	45523048	PRDX1	2.487307	-
chr1	45567546	45567847	AluYk3	2574	+	chr1	45567549	45567550	AKR1A1	0.127084	+
chr1	46057368	46058928	THE1A-int	12070	+	chr1	46057434	46057435	PIK3R3	0.036236	-
chr1	46190925	46191020	L3	189	-	chr1	46190972	46190973	POMGNT1	0.111877	-
chr1	46300734	46300884	L2d	235	+	chr1	46300780	46300781	LRRC41	0.562142	-
chr1	46572223	46572517	AluSz	2235	-	chr1	46572300	46572301	MKNK1	0.057461	-
chr1	46586806	46587109	AluSx3	2292	-	chr1	46586811	46586812		1.260172	-
chr1	46691965	46692715	L1ME1	2599	-	chr1	46692310	46692311	EFCAB14	0.622812	-
chr1	51401166	51401262	MIRb	207	-	chr1	51401199	51401200	EPS15	0.146139	-
chr1	52024596	52024866	L2d2	920	+	chr1	52024656	52024657	TXNDC12	0.048098	-
chr1	52410507	52410801	AluSx1	2256	-	chr1	52410620	52410621		1.558079	+
chr1	52434556	52434853	AluSx	1826	+	chr1	52434670	52434671	TUT4	0.014603	-
chr1	52437175	52437361	MIRb	391	-	chr1	52437255	52437256	TUT4	0.213602	-
chr1	52911856	52912001	MIRc	299	+	chr1	52911888	52911889	ECHDC2	0.287910	-
chr1	52912202	52912503	AluJb	1946	-	chr1	52912225	52912226	ECHDC2	1.059271	-
chr1	52912719	52912985	AluSp	2004	-	chr1	52912830	52912831	ECHDC2	1.762123	-
chr1	52913985	52914299	L2b	690	-	chr1	52914077	52914078		4.820514	-
chr1	52913985	52914299	L2b	690	-	chr1	52914077	52914078	ECHDC2	0.158004	-
chr1	53070885	53071121	L2b	336	-	chr1	53070909	53070910	PODN	0.337014	+
chr1	54044659	54045058	L1ME4b	744	+	chr1	54044942	54044943	TMEM59	6.085114	-
chr1	54281729	54281812	MIRb	197	+	chr1	54281751	54281752		1.800176	-
chr1	54736670	54736711	L1MC4	281	-	chr1	54736689	54736690	TTC4	0.145507	+
chr1	55072971	55073245	L1MB3	1781	+	chr1	55072992	55072993	USP24	0.376754	-
chr1	55086365	55086936	L1MC5a	1266	+	chr1	55086424	55086425	USP24	0.206254	-
chr1	59913092	59914053	L2a	993	+	chr1	59913238	59913239	CYP2J2	0.677772	-
chr1	61683641	61684119	MLT1K	437	-	chr1	61683857	61683858	TM2D1	0.746601	-
chr1	62272786	62273089	AluSx1	2431	-	chr1	62272791	62272792	KANK4	1.957344	-
chr1	62476991	62477134	MER5A1	888	-	chr1	62477043	62477044	DOCK7	0.202334	-
chr1	62478999	62479064	AluSx	446	-	chr1	62479004	62479005	DOCK7	0.490171	-
chr1	62753257	62754824	LTR12C	9944	+	chr1	62754391	62754392		1.358307	+
chr1	63447654	63448343	L1PA3	5999	+	chr1	63447789	63447790	ITGB3BP	0.006108	-
chr1	66718018	66718188	L2d	233	-	chr1	66718067	66718068	SGIP1	0.052345	+
chr1	66737547	66737753	MIRc	437	+	chr1	66737567	66737568	SGIP1	0.068677	+
chr1	68138143	68138185	MER5B	234	+	chr1	68138162	68138163	WLS	0.243594	-
chr1	70249560	70249859	AluJb	2168	-	chr1	70249742	70249743	SRSF11	3.629998	+
chr1	70434747	70435050	AluSx	2123	-	chr1	70434851	70434852	CTH	0.100231	+
chr1	74708713	74709201	L2	349	-	chr1	74708827	74708828	CRYZ	0.741740	-
chr1	75749704	75750010	AluSc	2393	-	chr1	75749719	75749720	ACADM	0.005433	+
chr1	77701560	77701660	AluJb	1744	+	chr1	77701651	77701652	USP33	0.236007	-
chr1	77713391	77713696	AluJr	1690	-	chr1	77713508	77713509	USP33	0.650771	-
chr1	77744860	77745606	L1P1	4193	-	chr1	77745462	77745463	USP33	5.758892	-
chr1	78620581	78620966	L1MA4	2284	-	chr1	78620722	78620723	IFI44L	2.817665	+
chr1	78625081	78626012	L1MEg	2210	-	chr1	78625670	78625671	IFI44L	0.012079	+
chr1	78635895	78636073	MIR	406	+	chr1	78635999	78636000	IFI44L	0.002353	+
chr1	81967264	81967560	AluY	2658	-	chr1	81967264	81967265	ADGRL2	0.251454	+
chr1	84652159	84652450	AluJb	1701	+	chr1	84652441	84652442	SSX2IP	0.275512	-
chr1	84971780	84972080	AluSz6	1932	+	chr1	84972078	84972079		1.140694	-
chr1	85023377	85024047	L2a	3494	-	chr1	85023520	85023521	MCOLN3	2.297495	-
chr1	88806707	88807017	AluSp	2312	-	chr1	88806944	88806945		9.906138	+
chr1	89272453	89273890	LTR12C	9951	-	chr1	89272804	89272805	GBP5	0.087101	-
chr1	89729154	89729280	LTR16D	355	+	chr1	89729214	89729215		2.054197	+
chr1	92333071	92333292	MIRc	605	-	chr1	92333242	92333243	RPAP2	0.277473	+
chr1	92836542	92836650	MIR3	275	-	chr1	92836610	92836611	RPL5	0.011515	+
chr1	93125539	93125798	L3	327	+	chr1	93125625	93125626		2.195468	+
chr1	93324563	93324774	L2a	473	+	chr1	93324649	93324650	CCDC18-AS1	0.150779	-
chr1	93567905	93568212	AluSz	2381	+	chr1	93568127	93568128	BCAR3	0.917341	-
chr1	93590290	93590437	MIR	490	+	chr1	93590378	93590379	BCAR3	0.178261	-
chr1	93845590	93846003	LTR40c	1759	+	chr1	93845831	93845832		1.058794	-
chr1	93873310	93873649	AluJr	1767	+	chr1	93873369	93873370	DNTTIP2	0.005629	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941	ARHGAP29	9.973783	-
chr1	94195471	94196250	L1MEf	7734	+	chr1	94195940	94195941		1.879098	-
chr1	94481454	94482006	MLT1L	981	-	chr1	94481493	94481494	ABCD3	0.025331	+
chr1	94513400	94513715	Charlie29b	751	-	chr1	94513474	94513475	ABCD3	0.588150	+
chr1	99683199	99684162	L2a	1645	+	chr1	99683266	99683267	PALMD	0.001032	+
chr1	99974945	99975240	AluJb	1937	-	chr1	99974973	99974974		1.423240	+
chr1	100071171	100071479	AluJb	1645	+	chr1	100071304	100071305		3.665391	+
chr1	100142843	100142939	MIRc	259	+	chr1	100142907	100142908	TRMT13	0.084981	+
chr1	108651363	108651667	AluSx	2076	+	chr1	108651445	108651446	HENMT1	0.252796	-
chr1	108781714	108782010	AluSz	2094	-	chr1	108781861	108781862		1.631092	+
chr1	108781714	108782010	AluSz	2094	-	chr1	108781861	108781862	STXBP3	2.907765	+
chr1	109625913	109626099	MIRb	324	+	chr1	109626071	109626072	AMPD2	0.054702	+
chr1	111229401	111229709	AluYa5	2899	+	chr1	111229692	111229693	CHI3L2	0.038219	+
chr1	111239040	111239665	L2b	781	-	chr1	111239306	111239307	CHI3L2	0.173055	+
chr1	111416549	111416692	MIR	331	+	chr1	111416679	111416680	OVGP1	0.168356	-
chr1	111473536	111473833	AluYm1	2521	+	chr1	111473792	111473793	C1orf162	0.415633	+
chr1	111607039	111608899	SVA_D	7440	-	chr1	111608324	111608325	LINC01160	0.994550	-
chr1	111607039	111608899	SVA_D	7440	-	chr1	111608318	111608319	LINC01160	0.039357	-
chr1	111627348	111627597	L1ME4a	455	-	chr1	111627469	111627470	RAP1A	0.499164	+
chr1	111627348	111627597	L1ME4a	455	-	chr1	111627470	111627471		2.879313	+
chr1	111627348	111627597	L1ME4a	455	-	chr1	111627470	111627471		1.141811	+
chr1	112699552	112699632	L2c	180	+	chr1	112699624	112699625	MOV10	1.743445	+
chr1	113713779	113715373	L1M1	17753	+	chr1	113715212	113715213	PHTF1	0.010430	-
chr1	113885430	113885672	AluSz	1789	-	chr1	113885455	113885456	BCL2L15	0.005455	-
chr1	113902044	113902330	AluJr	1664	-	chr1	113902119	113902120	AP4B1	0.168698	-
chr1	114724270	114724546	L2a	470	+	chr1	114724287	114724288	CSDE1	0.105159	-
chr1	119604460	119604763	AluJb	1679	-	chr1	119604660	119604661		1.236871	+
chr1	145773472	145774188	L1M4	1478	-	chr1	145773843	145773844	RNF115	0.318966	-
chr1	146356193	146356555	THE1B	2326	-	chr1	146356342	146356343		1.512468	-
chr1	147760318	147760652	L2c	483	+	chr1	147760602	147760603	GJA5	8.291759	-
chr1	150109034	150109321	AluSx1	1942	-	chr1	150109175	150109176	VPS45	0.037620	+
chr1	150153189	150153488	AluJr	2022	-	chr1	150153483	150153484	PLEKHO1	4.926202	+
chr1	150327722	150328160	L2d	292	-	chr1	150327775	150327776	PRPF3	1.323585	+
chr1	150343047	150343249	AluSx	1523	+	chr1	150343151	150343152	PRPF3	0.136448	+
chr1	150345343	150345648	AluSq2	2317	-	chr1	150345540	150345541	PRPF3	0.159961	+
chr1	150348461	150348756	AluSx1	2253	-	chr1	150348684	150348685	PRPF3	1.680645	+
chr1	150491962	150492263	AluSx4	2279	-	chr1	150492185	150492186	TARS2	0.118850	+
chr1	150491962	150492263	AluSx4	2279	-	chr1	150491990	150491991	TARS2	0.000134	+
chr1	150558208	150558358	Charlie15a	343	-	chr1	150558254	150558255	ADAMTSL4	0.185781	+
chr1	150748012	150748304	AluSc	2508	+	chr1	150748062	150748063	CTSS	0.208834	-
chr1	150799915	150800208	AluYk2	2401	+	chr1	150800038	150800039	CTSK	0.752800	-
chr1	150809318	150809609	AluSx	2194	+	chr1	150809497	150809498		1.174168	-
chr1	151166600	151166732	FLAM_A	778	-	chr1	151166669	151166670	SCNM1	0.121010	+
chr1	151194901	151195210	AluSc8	2409	+	chr1	151194960	151194961		7.231215	-
chr1	151223706	151223982	AluSx1	1807	+	chr1	151223880	151223881	PIP5K1A	2.958846	+
chr1	151233602	151233737	AluJr	1341	-	chr1	151233622	151233623	PIP5K1A	0.236491	+
chr1	151425194	151425304	AluJb	762	-	chr1	151425294	151425295	POGZ	0.545607	-
chr1	151891395	151891958	L2	540	-	chr1	151891440	151891441	THEM4	0.498394	-
chr1	153529935	153530068	FLAM_C	888	+	chr1	153529944	153529945		1.700029	+
chr1	153952902	153953192	AluSg4	2395	+	chr1	153952962	153952963	CRTC2	0.013584	-
chr1	154212670	154212972	AluSx	1954	-	chr1	154212730	154212731	C1orf43	0.135477	-
chr1	154506676	154506804	MLT1D	1635	-	chr1	154506767	154506768		1.214424	+
chr1	154587743	154588052	L2c	591	+	chr1	154587767	154587768	ADAR	0.015744	-
chr1	154670568	154671998	LTR12C	10314	+	chr1	154671593	154671594	RP11-274N19.4	0.104019	+
chr1	154977120	154977414	AluSz	2156	-	chr1	154977299	154977300	CKS1B	0.341277	+
chr1	155014365	155014584	MIR	716	+	chr1	155014448	155014449	ZBTB7B	0.093173	+
chr1	155055220	155055524	AluY	2364	-	chr1	155055409	155055410	ADAM15	1.034421	+
chr1	155344521	155344691	MER20B	416	+	chr1	155344591	155344592	ASH1L	0.218806	-
chr1	155637452	155637661	LTR12F	718	-	chr1	155637604	155637605	RP11-29H23.8	0.498623	-
chr1	155671084	155671148	L3	180	-	chr1	155671091	155671092	YY1AP1	8.597561	-
chr1	156012953	156013146	L2d	210	-	chr1	156013040	156013041	SSR2	0.748560	-
chr1	156042473	156042707	MIR	990	-	chr1	156042538	156042539	UBQLN4	0.209194	-
chr1	156335969	156336083	L1MA10	351	+	chr1	156336007	156336008	CCT3	0.218230	-
chr1	158614427	158614750	MER58B	1447	+	chr1	158614535	158614536	SPTA1	0.306767	-
chr1	159873369	159873496	MER45A	587	+	chr1	159873414	159873415	CFAP45	0.059253	-
chr1	160551359	160551531	L2d	233	+	chr1	160551410	160551411	CD84	0.062151	-
chr1	161118895	161118942	L2c	207	+	chr1	161118908	161118909	NIT1	0.010677	+
chr1	161170045	161170322	AluSg	2210	+	chr1	161170261	161170262	PPOX	0.007771	+
chr1	161206362	161206444	LFSINE_Vert	190	+	chr1	161206409	161206410	NDUFS2	1.433493	+
chr1	162362971	162363771	MER21B	4845	-	chr1	162362983	162362984	NOS1AP	0.292791	+
chr1	162597143	162597351	MER3	830	+	chr1	162597241	162597242	UAP1	0.152158	+
chr1	162799023	162799670	L1MC3	5834	-	chr1	162799504	162799505	HSD17B7	0.178831	+
chr1	167764728	167765326	L1MC2	3172	+	chr1	167765058	167765059	MPZL1	1.913412	+
chr1	168307743	168308121	L1MA9	2125	-	chr1	168308017	168308018	TBX19	0.417642	+
chr1	169303450	169303751	AluSx	2134	-	chr1	169303452	169303453	NME7	0.253941	-
chr1	169480316	169480599	AluSq2	2220	-	chr1	169480338	169480339		3.212048	-
chr1	169480316	169480599	AluSq2	2220	-	chr1	169480338	169480339		2.018681	-
chr1	170535548	170535854	AluJo	1735	-	chr1	170535583	170535584		1.562293	+
chr1	170535980	170536308	L1M5	836	-	chr1	170536275	170536276	GORAB	0.224242	+
chr1	171509515	171509621	MER5B	230	-	chr1	171509560	171509561	PRRC2C	0.175932	+
chr1	173806304	173806609	AluJb	2192	+	chr1	173806573	173806574		1.259359	-
chr1	175006478	175006602	MIRb	483	+	chr1	175006583	175006584	CACYBP	0.085423	+
chr1	178024289	178024654	THE1C	2987	+	chr1	178024542	178024543		1.308223	-
chr1	179085145	179085443	AluSg	2429	+	chr1	179085372	179085373	TOR3A	0.178947	+
chr1	179113647	179113961	AluYm1	2515	+	chr1	179113851	179113852		3.782722	-
chr1	179116092	179116392	AluSz	2185	+	chr1	179116147	179116148		3.469335	-
chr1	179119260	179119531	AluSz6	1709	+	chr1	179119484	179119485	ABL2	1.630087	-
chr1	179855897	179856189	AluSz	1916	+	chr1	179856169	179856170		2.212241	-
chr1	180989210	180989519	AluSx	2165	+	chr1	180989377	180989378	STX6	1.460625	-
chr1	181044851	181045171	MER115	1005	+	chr1	181044861	181044862	MR1	0.499809	+
chr1	183124968	183125323	MER33	1234	-	chr1	183125188	183125189	LAMC1	0.172549	+
chr1	185120812	185120995	L2d	313	+	chr1	185120869	185120870	TRMT1L	0.136058	-
chr1	186353932	186354160	MER75B	1509	+	chr1	186353948	186353949	TPR	0.147139	-
chr1	193115476	193116605	L1MCa	6336	+	chr1	193115702	193115703		2.310912	-
chr1	198827111	198827948	LTR1A2	4876	-	chr1	198827673	198827674		1.309247	-
chr1	202743054	202743364	AluJr	1798	+	chr1	202743304	202743305	KDM5B	1.326194	-
chr1	202759258	202759569	AluJb	2090	+	chr1	202759324	202759325	KDM5B	0.031288	-
chr1	202777492	202777798	AluJb	1606	-	chr1	202777581	202777582	KDM5B	0.120860	-
chr1	204229413	204229717	AluJr	1440	-	chr1	204229655	204229656		1.273251	-
chr1	204456145	204456476	Charlie18a	619	+	chr1	204456291	204456292	PIK3C2B	0.150530	-
chr1	204626756	204626944	MER112	453	+	chr1	204626775	204626776	RP11-430C7.5	0.091597	+
chr1	205527199	205527500	AluJb	2136	+	chr1	205527410	205527411	CDK18	0.262975	+
chr1	205623925	205624151	MIR	914	-	chr1	205623929	205623930		1.392687	-
chr1	205796288	205796671	MSTB2	1335	+	chr1	205796616	205796617	SLC41A1	0.125200	-
chr1	205889853	205890317	HERVH-int	2504	-	chr1	205890047	205890048	RP4-681L3.3	2.531627	+
chr1	207760591	207761016	MSTA	2604	-	chr1	207760985	207760986	CD46	0.130608	+
chr1	207768017	207768181	MIRb	340	+	chr1	207768118	207768119	CD46	0.089528	+
chr1	207769768	207770061	AluSx1	2243	-	chr1	207770041	207770042	CD46	0.017991	+
chr1	207769768	207770061	AluSx1	2243	-	chr1	207770053	207770054	CD46	0.069050	+
chr1	208040144	208040289	MIR3	435	+	chr1	208040264	208040265	PLXNA2	0.405745	-
chr1	209428998	209429295	AluJb	2140	-	chr1	209429011	209429012	MIR205HG	0.002553	+
chr1	209428998	209429295	AluJb	2140	-	chr1	209429083	209429084	MIR205HG	0.174740	+
chr1	211398720	211399312	MER11C	4716	+	chr1	211399258	211399259	LINC00467	0.218482	+
chr1	213001235	213002635	Tigger1	12693	-	chr1	213002234	213002235	ANGEL2	0.046167	-
chr1	220153606	220153875	L1PA5	2179	-	chr1	220153722	220153723	RAB3GAP2	0.439108	-
chr1	220154214	220154703	MLT1F2	1722	+	chr1	220154428	220154429	RAB3GAP2	0.081079	-
chr1	220655110	220656028	L2a	2631	+	chr1	220655289	220655290	MARK1	0.185587	+
chr1	223962457	223962747	AluJb	2064	+	chr1	223962719	223962720		2.136376	-
